Urban Area,Year,Freeway Daily Vehicle-Miles of Travel,Arterial Street Daily Vehicle-Miles of Travel,Annual Excess Fuel Consumed Total Gallons,Rank,Annual Excess Fuel Consumed Gallons per Auto Commuter,Rank,Annual Hours of Delay per Auto Commuter,Rank,Commuter Stress Index Value,Rank,Annual Congestion Cost Total Dollars (million),Rank
Los Angeles-Long Beach-Anaheim CA,2003,136000,124535,182150,2,23,7,78,1,1.61,1,15966,2
Los Angeles-Long Beach-Anaheim CA,2004,139275,126010,188680,2,24,7,81,1,1.62,1,16109,2
Los Angeles-Long Beach-Anaheim CA,2005,133080,125500,192121,2,25,7,81,1,1.63,1,15866,2
Los Angeles-Long Beach-Anaheim CA,2006,134000,125800,198070,2,25,7,84,1,1.64,1,15830,2
Los Angeles-Long Beach-Anaheim CA,2007,135235,120690,195215,2,25,7,82,2,1.63,1,15188,2
Los Angeles-Long Beach-Anaheim CA,2008,133000,118000,197986,2,25,6,83,2,1.64,1,14832,2
Los Angeles-Long Beach-Anaheim CA,2009,132500,116702,188365,2,24,7,78,2,1.61,1,14164,2
Los Angeles-Long Beach-Anaheim CA,2010,132195,116042,189187,2,24,8,78,2,1.61,1,13992,2
Los Angeles-Long Beach-Anaheim CA,2011,137813,116970,190873,2,25,8,78,2,1.61,1,13685,2
Los Angeles-Long Beach-Anaheim CA,2012,131200,117015,192917,2,25,10,79,2,1.61,1,13552,2
Los Angeles-Long Beach-Anaheim CA,2013,119806,117290,194648,2,25,10,79,2,1.61,1,13476,2
Los Angeles-Long Beach-Anaheim CA,2014,121603,119049,195491,2,25,11,80,2,1.62,1,13318,2
Louisville-Jefferson County KY-IN,1982,4045,5845,3936,29,5,16,17,24,1.1,37,465,30
Louisville-Jefferson County KY-IN,1983,4415,5610,4074,31,5,19,17,29,1.11,38,467,32
Louisville-Jefferson County KY-IN,1984,4330,5670,4333,32,5,22,18,30,1.11,39,476,32
Louisville-Jefferson County KY-IN,1985,4430,5950,4667,31,6,17,19,30,1.12,39,495,34
Louisville-Jefferson County KY-IN,1986,4930,6105,5054,33,6,23,21,26,1.12,40,526,34
Louisville-Jefferson County KY-IN,1987,5530,6200,5500,34,7,19,23,25,1.13,40,553,35
Louisville-Jefferson County KY-IN,1988,5980,5970,5689,37,7,21,23,28,1.13,44,549,37
Louisville-Jefferson County KY-IN,1989,6130,6000,6085,37,7,29,24,28,1.14,42,560,38
Louisville-Jefferson County KY-IN,1990,6265,6305,6536,38,8,25,26,27,1.15,42,571,38
Louisville-Jefferson County KY-IN,1991,6560,6810,7397,38,9,22,29,24,1.16,41,620,37
Louisville-Jefferson County KY-IN,1992,7110,7215,8212,39,10,16,31,23,1.17,41,668,38
Louisville-Jefferson County KY-IN,1993,7850,7495,8535,40,10,24,32,22,1.18,40,674,39
Louisville-Jefferson County KY-IN,1994,8175,7770,9031,40,11,20,33,23,1.18,42,695,39
Louisville-Jefferson County KY-IN,1995,8665,7690,9512,40,12,20,35,20,1.19,40,712,39
Louisville-Jefferson County KY-IN,1996,9210,7855,9957,40,12,31,36,21,1.19,41,724,41
Louisville-Jefferson County KY-IN,1997,9600,7985,10479,40,13,27,37,22,1.2,39,745,41
Louisville-Jefferson County KY-IN,1998,9900,8210,10971,40,13,34,39,23,1.21,39,768,41
Louisville-Jefferson County KY-IN,1999,10035,8350,11616,41,14,34,40,26,1.21,39,796,43
Louisville-Jefferson County KY-IN,2000,10200,8445,12263,42,15,33,41,26,1.22,39,813,43
Louisville-Jefferson County KY-IN,2001,10400,8095,12910,41,16,31,43,26,1.23,39,832,44
Louisville-Jefferson County KY-IN,2002,11000,8140,13559,42,17,31,43,28,1.23,39,860,44
Louisville-Jefferson County KY-IN,2003,11500,8495,14187,42,17,36,43,28,1.23,41,880,44
Louisville-Jefferson County KY-IN,2004,11730,8605,14659,44,18,33,43,28,1.23,41,885,44
Louisville-Jefferson County KY-IN,2005,11800,8645,15050,43,18,39,44,29,1.23,41,879,44
Louisville-Jefferson County KY-IN,2006,11925,8700,15242,43,19,33,44,31,1.23,43,862,43
Louisville-Jefferson County KY-IN,2007,12085,8730,15434,44,19,41,43,36,1.23,43,850,45
Louisville-Jefferson County KY-IN,2008,12000,8780,16304,44,20,30,45,30,1.24,42,864,45
Louisville-Jefferson County KY-IN,2009,12050,8900,15328,44,19,35,42,32,1.22,44,815,45
Louisville-Jefferson County KY-IN,2010,12160,9315,16226,43,20,27,44,29,1.23,40,849,45
Louisville-Jefferson County KY-IN,2011,12250,9384,16486,43,20,30,44,28,1.23,40,836,44
Louisville-Jefferson County KY-IN,2012,12310,9430,16637,43,20,36,44,30,1.23,40,827,45
Louisville-Jefferson County KY-IN,2013,11877,9069,16999,43,21,27,43,34,1.23,42,833,44
Louisville-Jefferson County KY-IN,2014,12020,9178,17841,43,22,23,43,35,1.23,43,860,43
Madison WI,1982,1900,1845,1174,68,4,28,15,33,1.1,37,141,68
Madison WI,1983,1920,1860,1343,67,4,29,16,32,1.11,38,156,66
Madison WI,1984,1940,1870,1416,68,5,22,17,34,1.11,39,158,68
Madison WI,1985,1960,1880,1439,71,5,29,17,38,1.11,42,155,71
Madison WI,1986,2000,1900,1462,74,5,33,17,47,1.11,45,155,73
Madison WI,1987,2050,1915,1468,77,5,39,16,56,1.11,45,150,77
Madison WI,1988,2100,1985,1494,79,5,47,16,62,1.11,51,146,78
Madison WI,1989,2140,2035,1530,80,5,57,16,69,1.11,52,143,79
Madison WI,1990,2170,2175,1587,81,5,64,17,71,1.11,59,141,79
Madison WI,1991,2200,2215,1630,81,5,72,17,78,1.11,67,139,80
Madison WI,1992,2240,2280,1670,84,5,77,17,83,1.11,74,138,81
Madison WI,1993,2300,2370,1791,83,6,73,17,85,1.11,76,144,81
Madison WI,1994,2350,2390,1986,81,6,79,19,85,1.12,74,155,81
Madison WI,1995,2380,2415,2074,81,7,74,19,85,1.12,76,158,82
Madison WI,1996,2410,2445,2185,82,7,77,20,85,1.12,79,161,82
Madison WI,1997,2450,2485,2421,81,8,74,21,86,1.13,77,175,82
Madison WI,1998,2500,2575,2500,83,8,78,21,89,1.13,79,178,83
Madison WI,1999,2580,2665,2734,83,9,77,23,87,1.14,79,190,84
Madison WI,2000,2650,2725,2900,83,9,79,23,89,1.14,81,195,84
Madison WI,2001,2720,2860,3166,84,10,79,25,87,1.15,79,207,85
Madison WI,2002,2775,2920,3355,85,11,78,26,86,1.16,72,216,85
Madison WI,2003,2830,2960,3582,85,12,76,27,86,1.16,74,226,85
Madison WI,2004,2890,3145,3853,85,12,80,28,87,1.17,73,236,85
Madison WI,2005,2900,3045,4131,85,13,79,30,84,1.18,68,245,85
Madison WI,2006,3025,2895,4512,84,15,67,32,82,1.19,59,259,85
Madison WI,2007,3125,2905,4815,83,16,69,34,78,1.2,55,269,84
Madison WI,2008,3065,2870,5066,82,16,68,36,66,1.21,53,273,82
Madison WI,2009,3200,2880,4999,82,16,61,35,63,1.2,52,270,82
Madison WI,2010,3356,2899,5232,80,17,58,36,61,1.2,53,278,82
Madison WI,2011,3499,2935,5356,80,17,62,35,68,1.2,53,276,82
Madison WI,2012,3085,2780,5514,80,18,55,35,70,1.2,55,278,82
Madison WI,2013,3501,3693,5701,78,18,57,36,67,1.21,52,284,80
Madison WI,2014,3641,3807,5773,78,19,51,36,70,1.21,52,283,81
McAllen TX,1982,420,1300,367,90,1,86,8,73,1.04,90,44,92
McAllen TX,1983,510,1380,432,90,1,86,8,76,1.04,91,50,90
McAllen TX,1984,600,1400,486,90,1,87,9,78,1.05,88,54,91
McAllen TX,1985,690,1460,581,89,1,90,10,80,1.05,91,62,90
McAllen TX,1986,780,1530,634,89,1,91,10,83,1.05,93,66,88
McAllen TX,1987,870,1620,653,89,1,93,10,85,1.05,94,66,89
McAllen TX,1988,940,1675,758,87,1,94,11,86,1.06,93,73,90
McAllen TX,1989,1050,1710,895,87,2,89,13,84,1.07,89,83,89
McAllen TX,1990,1150,1750,995,87,2,93,13,88,1.07,94,87,89
McAllen TX,1991,1230,1820,1221,87,2,94,16,83,1.09,78,103,89
McAllen TX,1992,1320,1900,1377,87,3,90,17,83,1.09,84,113,88
McAllen TX,1993,1475,2095,1591,86,3,90,18,82,1.1,81,126,83
McAllen TX,1994,1440,2340,1777,86,3,93,20,80,1.11,78,137,84
McAllen TX,1995,1590,2455,1878,86,3,94,20,82,1.11,81,141,85
McAllen TX,1996,1695,2770,1964,86,4,91,20,85,1.12,79,144,85
McAllen TX,1997,1750,2900,2205,85,4,93,22,83,1.13,77,158,84
McAllen TX,1998,1800,3200,2449,84,4,94,25,75,1.14,76,172,84
McAllen TX,1999,1860,3800,2893,81,5,93,29,69,1.16,66,199,83
McAllen TX,2000,1900,4250,3108,81,6,92,29,72,1.17,63,207,83
McAllen TX,2001,2180,4650,3294,82,6,93,29,79,1.17,64,213,83
McAllen TX,2002,2300,5000,3581,83,7,93,29,81,1.17,67,228,84
McAllen TX,2003,2425,5250,4078,81,7,93,30,82,1.17,68,254,83
McAllen TX,2004,2600,5500,4565,80,8,93,30,83,1.18,66,277,81
McAllen TX,2005,2800,5700,4921,79,9,93,31,83,1.18,68,289,80
McAllen TX,2006,3000,5900,5550,77,10,91,31,84,1.18,72,315,78
McAllen TX,2007,3250,6100,6051,77,11,91,31,84,1.18,75,335,75
McAllen TX,2008,3190,6000,6340,75,12,89,30,85,1.17,79,338,74
McAllen TX,2009,3170,6030,6294,74,11,90,29,86,1.17,76,336,74
McAllen TX,2010,3120,6039,6572,74,12,88,29,87,1.16,82,346,74
McAllen TX,2011,3192,6178,6736,74,12,89,29,87,1.16,82,343,74
McAllen TX,2012,3225,5980,6969,74,13,86,29,87,1.17,77,348,73
McAllen TX,2013,2676,6039,7208,73,13,86,29,88,1.17,79,355,71
McAllen TX,2014,2622,6105,7336,73,13,86,30,86,1.17,79,355,72
Memphis TN-MS-AR,1982,3200,5150,2516,44,3,36,10,58,1.07,57,314,43
Memphis TN-MS-AR,1983,3240,5820,2801,42,3,42,11,57,1.07,59,339,42
Memphis TN-MS-AR,1984,3035,6630,2975,46,3,54,12,56,1.07,62,345,44
Memphis TN-MS-AR,1985,3050,6195,3161,47,4,40,12,63,1.08,58,354,44
Memphis TN-MS-AR,1986,3270,6755,3569,44,4,48,13,65,1.08,63,393,43
Memphis TN-MS-AR,1987,3750,7095,4225,42,5,39,16,56,1.09,59,448,40
Memphis TN-MS-AR,1988,3975,7405,5130,40,6,31,18,52,1.1,55,523,39
Memphis TN-MS-AR,1989,4286,7705,6207,36,7,29,22,40,1.12,49,604,36
Memphis TN-MS-AR,1990,4575,8210,7274,36,8,25,25,34,1.13,47,671,35
Memphis TN-MS-AR,1991,4725,8700,7511,36,9,22,25,38,1.13,49,665,36
Memphis TN-MS-AR,1992,5070,9695,8249,38,9,28,27,37,1.14,47,709,36
Memphis TN-MS-AR,1993,5150,10850,8834,39,10,24,29,32,1.15,47,737,37
Memphis TN-MS-AR,1994,5480,11180,9857,38,11,20,31,32,1.16,47,802,36
Memphis TN-MS-AR,1995,5640,11450,10535,37,12,20,32,34,1.16,50,834,37
Memphis TN-MS-AR,1996,5725,11715,11162,37,13,17,33,38,1.17,49,858,37
Memphis TN-MS-AR,1997,5920,11630,11962,37,14,18,34,38,1.17,52,899,37
Memphis TN-MS-AR,1998,6370,11825,13085,37,15,17,37,31,1.18,50,968,36
Memphis TN-MS-AR,1999,6600,12015,13982,38,16,17,39,28,1.19,48,1012,36
Memphis TN-MS-AR,2000,6900,12000,14533,37,17,16,40,30,1.2,46,1018,36
Memphis TN-MS-AR,2001,7300,12085,14960,37,17,20,40,32,1.2,46,1019,36
Memphis TN-MS-AR,2002,7500,12135,15492,37,18,19,41,32,1.2,47,1038,36
Memphis TN-MS-AR,2003,7815,13260,15906,37,18,25,41,34,1.2,51,1042,36
Memphis TN-MS-AR,2004,8470,13360,16451,37,19,23,42,33,1.21,45,1050,37
Memphis TN-MS-AR,2005,8600,13590,16935,37,19,30,43,32,1.21,47,1046,36
Memphis TN-MS-AR,2006,8660,13680,17088,38,20,22,43,34,1.21,51,1021,38
Memphis TN-MS-AR,2007,8640,13640,17399,39,20,26,43,36,1.21,54,1012,38
Memphis TN-MS-AR,2008,8300,13115,17947,38,21,24,44,33,1.21,53,1005,38
Memphis TN-MS-AR,2009,8400,12945,17433,38,20,24,42,32,1.21,46,980,38
Memphis TN-MS-AR,2010,8493,12759,17557,41,20,27,42,34,1.21,49,971,39
Memphis TN-MS-AR,2011,8541,12832,17512,42,20,30,42,35,1.21,51,939,40
Memphis TN-MS-AR,2012,8530,12725,17702,42,20,36,42,36,1.21,52,930,40
Memphis TN-MS-AR,2013,9237,12979,17842,42,21,27,42,40,1.21,52,923,41
Memphis TN-MS-AR,2014,9339,13122,18440,42,21,32,43,35,1.21,52,939,40
Miami FL,1982,11960,24500,22246,8,6,11,26,12,1.16,25,2685,9
Miami FL,1983,12405,24910,23548,9,6,12,27,12,1.16,27,2754,9
Miami FL,1984,13375,25320,25094,9,7,11,28,12,1.17,26,2813,10
Miami FL,1985,14605,26010,26716,9,7,13,29,12,1.17,28,2892,10
Miami FL,1986,15770,27025,27822,10,7,14,29,12,1.18,27,2957,10
Miami FL,1987,17425,27790,29532,10,8,14,31,13,1.19,26,3028,11
Miami FL,1988,19360,28415,30737,10,8,15,31,13,1.19,26,3026,11
Miami FL,1989,21020,28895,31919,9,8,18,31,14,1.19,28,2998,11
Miami FL,1990,21670,29210,33787,9,9,16,32,14,1.19,28,3011,10
Miami FL,1991,22675,29500,35041,9,9,22,32,14,1.2,30,2997,10
Miami FL,1992,24875,30110,38298,8,10,16,34,14,1.21,29,3180,8
Miami FL,1993,25815,30925,40055,8,11,15,35,15,1.21,32,3229,8
Miami FL,1994,27660,31600,42856,7,11,20,37,14,1.22,31,3368,7
Miami FL,1995,29460,32995,46616,7,12,20,38,15,1.23,31,3563,7
Miami FL,1996,29800,34000,50625,6,13,17,39,15,1.23,31,3758,6
Miami FL,1997,30900,36050,56837,5,15,12,43,12,1.25,29,4125,5
Miami FL,1998,31475,38065,62838,5,17,10,45,12,1.27,24,4490,5
Miami FL,1999,32815,40040,66637,5,18,9,46,12,1.27,26,4659,5
Miami FL,2000,34700,42735,73733,4,19,8,49,10,1.29,23,4988,4
Miami FL,2001,35065,44055,77786,4,20,8,50,11,1.3,21,5116,4
Miami FL,2002,35695,45580,82710,4,22,8,52,10,1.31,20,5355,4
Miami FL,2003,37000,49045,83504,4,22,10,51,13,1.3,26,5286,4
Miami FL,2004,38320,52240,86274,4,23,10,52,13,1.31,26,5320,4
Miami FL,2005,39470,52455,87935,4,23,10,52,13,1.31,28,5245,4
Miami FL,2006,40360,52585,88680,4,23,10,52,15,1.31,29,5119,4
Miami FL,2007,41035,52160,89335,4,24,9,52,15,1.31,29,5020,4
Miami FL,2008,40000,52330,90830,4,24,9,53,12,1.31,26,4914,4
Miami FL,2009,41000,52068,84254,4,22,12,49,14,1.29,28,4575,5
Miami FL,2010,42731,52000,84760,5,22,16,49,14,1.29,29,4527,5
Miami FL,2011,43452,50848,86171,4,23,12,50,12,1.29,29,4462,5
Miami FL,2012,41775,49680,87957,4,23,15,50,16,1.3,28,4462,6
Miami FL,2013,41175,49181,89742,5,24,12,51,15,1.3,29,4487,6
Miami FL,2014,40928,49525,90320,5,24,15,52,12,1.3,29,4444,6
Milwaukee WI,1982,5250,9065,5472,22,5,16,13,44,1.09,43,601,25
Milwaukee WI,1983,5385,9090,5740,23,6,12,13,49,1.09,47,611,25
Milwaukee WI,1984,5815,9415,6202,24,6,15,14,50,1.09,49,633,25
Milwaukee WI,1985,6090,10440,7502,22,8,10,17,38,1.11,42,739,25
Milwaukee WI,1986,6315,10905,8697,21,9,9,19,37,1.12,40,842,25
Milwaukee WI,1987,6775,10945,9762,19,10,8,21,30,1.13,40,911,23
Milwaukee WI,1988,7050,11435,10493,20,11,8,23,28,1.14,40,941,22
Milwaukee WI,1989,7400,11480,11218,20,11,8,24,28,1.14,42,959,22
Milwaukee WI,1990,7615,11820,11979,20,12,8,26,27,1.15,42,972,23
Milwaukee WI,1991,7800,12075,12635,22,13,8,27,30,1.15,44,984,23
Milwaukee WI,1992,7775,12550,13166,22,13,8,28,31,1.16,44,995,24
Milwaukee WI,1993,7500,12705,13669,23,14,9,29,32,1.16,44,1003,25
Milwaukee WI,1994,7600,12910,14279,25,14,9,30,37,1.17,44,1022,28
Milwaukee WI,1995,8000,13100,15596,25,16,9,32,34,1.18,43,1085,27
Milwaukee WI,1996,8600,13205,16735,25,17,9,34,34,1.19,41,1131,27
Milwaukee WI,1997,8750,13225,17058,25,17,9,34,38,1.19,42,1127,28
Milwaukee WI,1998,8860,13325,17503,26,18,9,34,43,1.19,45,1139,28
Milwaukee WI,1999,9325,13405,17587,28,18,9,33,53,1.18,53,1120,32
Milwaukee WI,2000,9700,13515,18085,28,18,12,33,57,1.18,54,1114,33
Milwaukee WI,2001,9800,13365,18785,29,19,11,34,53,1.19,51,1125,33
Milwaukee WI,2002,10000,13380,19113,30,19,13,34,55,1.19,54,1127,34
Milwaukee WI,2003,10465,14230,19716,31,20,12,35,57,1.19,53,1136,34
Milwaukee WI,2004,10940,14800,20145,31,20,14,35,59,1.19,55,1131,34
Milwaukee WI,2005,10750,14400,20415,31,20,19,36,58,1.2,53,1109,34
Milwaukee WI,2006,10950,14520,20911,31,21,19,36,61,1.2,54,1099,35
Milwaukee WI,2007,11055,14545,21080,32,21,20,37,60,1.2,55,1078,36
Milwaukee WI,2008,10645,14455,21547,32,22,15,37,61,1.2,57,1061,33
Milwaukee WI,2009,11000,14800,20699,32,21,17,36,59,1.2,52,1023,34
Milwaukee WI,2010,11459,15129,21349,32,21,21,37,54,1.2,53,1038,36
Milwaukee WI,2011,11490,15200,21465,32,22,17,37,56,1.2,53,1012,37
Milwaukee WI,2012,11195,14510,21685,32,22,18,37,57,1.2,55,1002,38
Milwaukee WI,2013,11340,13962,21847,32,22,21,37,61,1.2,56,995,38
Milwaukee WI,2014,11170,14241,21957,32,22,23,38,55,1.2,57,984,39
Minneapolis-St. Paul MN-WI,1982,11200,10830,5015,24,2,62,12,49,1.11,34,701,22
Minneapolis-St. Paul MN-WI,1983,12165,11515,5582,24,3,42,14,45,1.12,34,756,23
Minneapolis-St. Paul MN-WI,1984,13000,11820,6571,22,3,54,16,41,1.13,34,853,21
Minneapolis-St. Paul MN-WI,1985,13685,12670,7338,23,3,63,17,38,1.14,33,920,20
Minneapolis-St. Paul MN-WI,1986,14560,13605,8054,24,4,48,18,43,1.14,35,991,19
Minneapolis-St. Paul MN-WI,1987,15620,14110,9010,22,4,55,20,37,1.15,33,1070,19
Minneapolis-St. Paul MN-WI,1988,16420,14570,10072,21,5,47,22,32,1.16,33,1149,18
Minneapolis-St. Paul MN-WI,1989,16860,14265,10966,21,5,57,23,36,1.17,34,1193,18
Minneapolis-St. Paul MN-WI,1990,17790,14960,11974,21,6,51,24,39,1.18,33,1236,18
Minneapolis-St. Paul MN-WI,1991,18600,16000,13901,19,7,49,27,30,1.2,30,1377,17
Minneapolis-St. Paul MN-WI,1992,19490,17645,15663,18,7,53,30,25,1.21,29,1506,16
Minneapolis-St. Paul MN-WI,1993,20860,18235,17627,17,8,50,33,18,1.23,25,1646,16
Minneapolis-St. Paul MN-WI,1994,21785,18745,19922,15,9,49,36,16,1.24,24,1813,15
Minneapolis-St. Paul MN-WI,1995,22385,19010,21794,15,10,44,38,15,1.26,23,1929,15
Minneapolis-St. Paul MN-WI,1996,22930,19520,24033,15,11,41,41,12,1.27,23,2066,15
Minneapolis-St. Paul MN-WI,1997,24485,20610,26318,15,12,38,43,12,1.29,16,2212,15
Minneapolis-St. Paul MN-WI,1998,25505,20735,27856,15,13,34,45,12,1.3,16,2306,15
Minneapolis-St. Paul MN-WI,1999,26165,21445,29659,15,14,34,46,12,1.31,16,2402,15
Minneapolis-St. Paul MN-WI,2000,27095,21825,31272,15,15,33,48,13,1.31,17,2450,15
Minneapolis-St. Paul MN-WI,2001,28185,22450,32516,15,15,40,48,13,1.32,16,2477,15
Minneapolis-St. Paul MN-WI,2002,27300,23105,33318,16,16,36,49,13,1.32,17,2498,15
Minneapolis-St. Paul MN-WI,2003,27580,23205,34228,16,16,44,49,14,1.32,17,2510,15
Minneapolis-St. Paul MN-WI,2004,27400,23535,35081,16,17,43,50,14,1.32,20,2505,15
Minneapolis-St. Paul MN-WI,2005,28140,23830,35711,16,17,46,50,19,1.33,18,2467,15
Minneapolis-St. Paul MN-WI,2006,28610,24000,36346,16,17,52,49,21,1.32,23,2430,15
Minneapolis-St. Paul MN-WI,2007,29000,24350,36707,16,17,57,49,22,1.32,23,2389,15
Minneapolis-St. Paul MN-WI,2008,28835,24475,36731,16,17,61,48,23,1.31,26,2302,15
Minneapolis-St. Paul MN-WI,2009,29300,23741,34695,16,16,61,44,27,1.29,28,2182,15
Minneapolis-St. Paul MN-WI,2010,30085,23685,35835,16,17,58,45,24,1.3,25,2217,15
Minneapolis-St. Paul MN-WI,2011,30383,23919,36822,17,17,62,46,21,1.3,27,2208,15
Minneapolis-St. Paul MN-WI,2012,28765,23875,37444,18,18,55,46,23,1.3,28,2200,15
Minneapolis-St. Paul MN-WI,2013,29550,25831,38065,18,18,57,46,23,1.31,25,2204,15
Minneapolis-St. Paul MN-WI,2014,30259,26451,38542,19,18,62,47,23,1.31,27,2196,17
Nashville-Davidson TN,1982,3655,5175,2861,41,3,36,19,17,1.15,28,372,37
Nashville-Davidson TN,1983,3700,5250,2988,41,3,42,20,18,1.15,29,377,38
Nashville-Davidson TN,1984,3965,5305,3168,43,4,34,21,19,1.16,29,383,38
Nashville-Davidson TN,1985,4115,5470,3364,43,4,40,22,20,1.16,30,393,41
Nashville-Davidson TN,1986,4440,5955,3509,46,4,48,22,24,1.16,31,402,41
Nashville-Davidson TN,1987,4975,6070,3763,46,4,55,24,20,1.17,31,416,43
Nashville-Davidson TN,1988,5545,6605,3959,49,5,47,25,24,1.18,30,420,45
Nashville-Davidson TN,1989,6065,6600,4155,51,5,57,25,26,1.18,31,421,48
Nashville-Davidson TN,1990,6265,6620,4472,51,5,64,26,27,1.18,33,430,48
Nashville-Davidson TN,1991,6600,6655,4848,51,6,58,28,25,1.19,33,447,48
Nashville-Davidson TN,1992,7265,6705,5208,51,6,63,29,28,1.19,34,466,49
Nashville-Davidson TN,1993,7810,6875,5576,49,6,73,30,29,1.2,33,485,49
Nashville-Davidson TN,1994,8450,7410,5971,51,7,65,31,32,1.2,36,506,49
Nashville-Davidson TN,1995,8640,7720,6838,48,8,62,34,26,1.22,33,563,44
Nashville-Davidson TN,1996,8880,7835,7644,47,9,60,36,21,1.23,31,612,44
Nashville-Davidson TN,1997,9350,8030,8524,46,10,58,37,22,1.24,32,667,43
Nashville-Davidson TN,1998,9750,8135,9635,45,11,56,40,21,1.25,31,742,43
Nashville-Davidson TN,1999,10250,8265,10599,44,12,56,41,23,1.25,31,799,42
Nashville-Davidson TN,2000,11000,8505,11673,43,13,53,43,19,1.26,32,851,42
Nashville-Davidson TN,2001,11600,9325,12707,43,15,40,44,21,1.27,30,901,41
Nashville-Davidson TN,2002,12200,10140,13951,41,16,36,45,23,1.27,32,974,39
Nashville-Davidson TN,2003,13085,11445,14866,41,17,36,45,25,1.27,33,1014,38
Nashville-Davidson TN,2004,13100,11700,16033,39,18,33,48,21,1.29,30,1066,36
Nashville-Davidson TN,2005,13300,11750,16646,39,19,30,48,24,1.29,30,1070,35
Nashville-Davidson TN,2006,13575,11915,16971,39,20,22,48,24,1.29,31,1056,36
Nashville-Davidson TN,2007,14150,11900,17107,40,20,26,47,25,1.28,32,1036,37
Nashville-Davidson TN,2008,14665,11430,17254,41,20,30,46,27,1.28,32,1006,37
Nashville-Davidson TN,2009,14430,11300,16253,42,19,35,41,39,1.26,34,951,39
Nashville-Davidson TN,2010,14765,11246,17023,42,20,27,42,34,1.26,34,980,38
Nashville-Davidson TN,2011,14974,11405,17862,41,21,22,44,28,1.27,33,997,38
Nashville-Davidson TN,2012,15260,11450,18930,39,22,18,45,25,1.27,33,1035,34
Nashville-Davidson TN,2013,15817,11584,19017,39,22,21,45,25,1.27,33,1025,34
Nashville-Davidson TN,2014,16339,11781,19093,39,22,23,45,29,1.27,33,1013,38
New Haven CT,1982,3250,2155,1288,66,3,36,10,58,1.06,66,153,66
New Haven CT,1983,3100,2195,1327,68,3,42,10,64,1.06,67,152,68
New Haven CT,1984,3265,2200,1565,66,4,34,12,56,1.07,62,172,65
New Haven CT,1985,3515,2470,2066,60,5,29,15,50,1.08,58,219,61
New Haven CT,1986,3750,2470,2325,59,6,23,17,47,1.09,56,242,61
New Haven CT,1987,4030,2470,2548,58,6,27,19,43,1.1,52,256,60
New Haven CT,1988,4185,2480,2663,59,6,31,19,49,1.1,55,257,60
New Haven CT,1989,4300,2480,2860,59,7,29,20,49,1.11,52,264,60
New Haven CT,1990,4320,2495,3192,60,8,25,22,47,1.11,59,279,62
New Haven CT,1991,4285,2520,3439,65,8,31,24,43,1.12,54,289,62
New Haven CT,1992,4460,2680,3725,65,9,28,25,45,1.13,51,303,65
New Haven CT,1993,4605,2810,4192,62,10,24,28,39,1.14,50,332,64
New Haven CT,1994,4700,2920,4629,62,11,20,30,37,1.15,51,357,63
New Haven CT,1995,4830,3030,4964,62,12,20,31,40,1.15,55,372,60
New Haven CT,1996,5000,3105,5244,62,13,17,32,43,1.15,58,382,60
New Haven CT,1997,5500,3240,5575,62,14,18,33,45,1.16,55,397,61
New Haven CT,1998,6000,3390,6182,61,15,17,36,36,1.17,53,434,58
New Haven CT,1999,6400,3685,6537,61,16,17,37,36,1.18,53,449,60
New Haven CT,2000,6800,3695,6812,61,17,16,38,36,1.18,54,452,59
New Haven CT,2001,7200,3705,7109,60,17,20,39,36,1.18,57,459,60
New Haven CT,2002,7505,4145,7439,60,18,19,40,34,1.19,54,473,59
New Haven CT,2003,7450,4270,7523,62,18,25,40,36,1.19,53,467,61
New Haven CT,2004,7310,4310,7709,62,19,23,41,37,1.19,55,467,62
New Haven CT,2005,7465,4310,7833,62,19,30,41,40,1.19,58,459,63
New Haven CT,2006,7480,4295,7962,63,19,33,41,42,1.19,59,451,65
New Haven CT,2007,7565,4240,8140,64,20,26,42,40,1.19,63,449,63
New Haven CT,2008,7500,4200,8308,64,20,30,42,41,1.2,57,441,63
New Haven CT,2009,7700,4074,7752,66,19,35,39,45,1.18,62,413,65
New Haven CT,2010,7873,4025,7832,66,19,39,39,45,1.18,65,411,66
New Haven CT,2011,7860,4018,7854,68,19,44,39,46,1.18,66,399,67
New Haven CT,2012,7465,4075,7870,68,19,47,39,49,1.18,66,392,68
New Haven CT,2013,7697,4005,7924,69,19,49,39,50,1.18,69,389,68
New Haven CT,2014,7820,3929,7949,69,19,51,40,49,1.19,61,384,68
New Orleans LA,1982,4035,6730,6552,19,7,10,17,24,1.16,25,863,18
New Orleans LA,1983,4125,7275,7777,17,9,7,20,18,1.18,21,992,17
New Orleans LA,1984,4335,7125,8625,17,10,7,21,19,1.19,21,1055,17
New Orleans LA,1985,4490,7305,7868,21,9,9,20,26,1.18,24,929,19
New Orleans LA,1986,4435,7300,8232,23,9,9,20,31,1.19,24,955,20
New Orleans LA,1987,4360,7215,8526,24,10,8,21,30,1.19,26,954,21
New Orleans LA,1988,4450,7205,8553,24,10,9,21,38,1.19,26,919,23
New Orleans LA,1989,4600,7400,9039,25,10,9,22,40,1.2,26,926,24
New Orleans LA,1990,4750,7545,9614,26,11,9,23,44,1.2,26,935,24
New Orleans LA,1991,4900,7600,10331,28,12,9,24,43,1.22,25,964,24
New Orleans LA,1992,5000,7710,10858,28,12,12,25,45,1.22,27,984,25
